iter	RMSE
238	0.002353653398
239	0.002351278559
240	0.002350192996
241	0.00234920281
242	0.002347429432
243	0.002345647897
244	0.002344601255
245	0.002343550218
246	0.002342272732
247	0.002340128225
248	0.002338945494
249	0.002337898816
250	0.002337016439
251	0.002335694665
252	0.002334533817
253	0.002333167885
254	0.00233231888
255	0.002330671959
256	0.002329900237
257	0.002328471612
258	0.002326924119
259	0.002325823406
260	0.00232397922
261	0.00232171066
262	0.002320951516
263	0.002320380013
264	0.002319272813
265	0.002318396213
266	0.002316912897
267	0.002315370673
268	0.002314713456
269	0.002314142327
270	0.002312872986
271	0.002311625541
272	0.002310786686
273	0.002310144975
274	0.002309536556
275	0.002308132877
276	0.002307103659
277	0.002305641162
278	0.002303061718
279	0.002300999763
280	0.002299705775
281	0.002297914677
282	0.002295387089
283	0.002294396003
284	0.002293219241
285	0.002291448728
286	0.002289587237
287	0.002288385252
288	0.002287210466
289	0.002286222485
290	0.002284901317
291	0.002284481197
292	0.002282247928
293	0.002280894708
294	0.002279337862
295	0.002278350334
296	0.002277020894
297	0.002276357178
298	0.002275611519
299	0.002275035773
300	0.002273803325
301	0.002271533386
302	0.002270012303
303	0.002268819706
304	0.002267513239
305	0.002266945612
306	0.002266231468
307	0.002265131581
308	0.002264172251
309	0.002263160125
310	0.002261603822
311	0.002260656473
312	0.002260274725
313	0.002259299022
314	0.002257580451
315	0.002256429449
316	0.00225487695
317	0.002254377707
318	0.002253538122
319	0.002251553574
320	0.002250443955
321	0.002248830458
322	0.002248006593
323	0.002246885406
324	0.002246364791
325	0.002244621737
326	0.002242858697
327	0.002242178181
328	0.002241473709
329	0.002240935452
330	0.002239614575
331	0.002238370878
332	0.002237599923
333	0.002236339368
334	0.00223561386
335	0.002234055073
336	0.002232909836
337	0.00223215934
338	0.002231285992
339	0.002229768082
340	0.002228811426
341	0.002227660536
342	0.002227250214
343	0.002226057006
344	0.002224666037
345	0.002223779232
346	0.002222377818
347	0.002221301888
348	0.002220416114
349	0.002219449993
350	0.002218558745
351	0.002217818772
352	0.00221746054
353	0.002216146897
354	0.002215537009
355	0.002214414517
356	0.002213976519
357	0.002213153278
358	0.002212226553
359	0.002211564891
360	0.002210624792
361	0.002209562756
362	0.002208983581
363	0.002208234514
364	0.002207786913
365	0.002207140083
366	0.00220595362
367	0.002204920829
368	0.002204460272
369	0.002203612974
370	0.002202639366
371	0.00220168009
372	0.002200925893
373	0.002200003086
374	0.002199295242
375	0.002199054446
376	0.002197964859
377	0.002197482715
378	0.002197223446
379	0.002196164798
380	0.00219530056
381	0.002195045239
382	0.002193957938
383	0.002192485731
384	0.002191559205
385	0.002190736668
386	0.002189820549
387	0.002188014095
388	0.002187264773
389	0.002186383372
390	0.002185137851
391	0.002184641143
392	0.002183497264
393	0.002182494352
394	0.002181889736
395	0.002181161935
396	0.00218031433
397	0.002179709271
398	0.002178576474
399	0.002177113928
400	0.002176032096
401	0.002175069385
402	0.002174256006
403	0.00217335575
404	0.002172860657
405	0.002172051825
406	0.002171748702
407	0.002170730327
408	0.002169932133
409	0.002169007584
410	0.002168515709
411	0.002168120447
412	0.002167527519
413	0.002167124155
414	0.0021666757
415	0.002164744732
416	0.002164176107
417	0.002163345315
418	0.002162557746
419	0.002160970244
420	0.002159867037
421	0.002159511005
422	0.002159077368
423	0.002158403523
424	0.002157601217
425	0.00215732345
426	0.002156443094
427	0.002155482531
428	0.002154995645
429	0.002154584216
430	0.002153736973
431	0.002152688429
432	0.002152269807
433	0.002151974202
434	0.002151500217
435	0.002150655332
436	0.002150209508
437	0.002149484744
438	0.002148667995
439	0.002147666967
440	0.002147344629
441	0.002146159104
442	0.00214525758
443	0.00214422424
444	0.00214322204
445	0.002142426912
446	0.002141437556
447	0.002140848092
448	0.002140185481
449	0.002139484225
450	0.002138993771
451	0.00213806744
452	0.002137565833
453	0.002137306069
454	0.002137206657
455	0.00213661561
456	0.00213613866
457	0.002134870748
458	0.002133771644
459	0.002133307065
460	0.002132387837
461	0.002131657778
462	0.002130404381
463	0.002129650543
464	0.002128945393
465	0.00212845641
466	0.002127927972
467	0.002127422278
468	0.002126712333
469	0.002126493363
470	0.002125955997
471	0.002124672764
472	0.002124023269
473	0.002123514524
474	0.002122718935
475	0.002122616145
476	0.002122130715
477	0.002121534224
478	0.002120782713
479	0.002120172944
480	0.0021196763
481	0.002118784111
482	0.002117954322
483	0.002117319427
484	0.002116628152
485	0.002116157472
486	0.002114784985
487	0.002114682138
488	0.002113827725
489	0.002113369529
490	0.002112702752
491	0.002111847016
492	0.002111502294
493	0.00211059804
494	0.002110117405
495	0.002109394468
496	0.002108828468
497	0.002108173366
498	0.002107440417
499	0.002106918789
500	0.002106311761
501	0.002106072636
502	0.002105465103
503	0.002105192054
504	0.002104691078
505	0.002104501196
506	0.002103491732
507	0.002103315647
508	0.002102750081
509	0.002102630362
510	0.002101716777
511	0.002101344365
512	0.002100899514
513	0.002100544232
514	0.002100144336
515	0.002099585528
516	0.002098825743
517	0.002097471455
518	0.002096380568
519	0.002095742916
520	0.002094618045
521	0.002093882336
522	0.002093429616
523	0.002092724686
524	0.002092246672
525	0.002091167961
526	0.002090512918
527	0.002089656108
528	0.002089223334
529	0.002088577824
530	0.002087980958
531	0.002087285346
532	0.00208676303
533	0.002086198538
534	0.002085580088
535	0.002084982951
536	0.002084187351
537	0.002083492147
538	0.00208303989
539	0.002082277067
540	0.002082113268
541	0.002081338796
542	0.002080669499
543	0.002079965947
544	0.002079705118
545	0.002079222358
546	0.002077860868
547	0.002077430086
548	0.002077319317
549	0.002077035901
550	0.002076511914
551	0.002076024548
552	0.002075323359
553	0.002074972003
554	0.002074511094
555	0.002074117617
556	0.002073711042
557	0.002073201993
558	0.002072571147
559	0.002072185879
560	0.002071579785
561	0.0020712537
562	0.002070831485
563	0.002070447191
564	0.002069792097
565	0.002069447943
566	0.002068752226
567	0.002068353805
568	0.002067780847
569	0.002067215522
570	0.002066447217
571	0.002065901656
572	0.00206547906
573	0.002065172804
574	0.002064726885
575	0.002064652078
576	0.002064262961
577	0.002063768573
578	0.002063507823
579	0.002063046857
580	0.002062336815
581	0.002062025161
582	0.002061100405
583	0.002060124422
584	0.002059977432
585	0.002059449932
586	0.002058894531
587	0.002058431616
588	0.0020581916
589	0.002057768277
590	0.002057216401
591	0.002056999149
592	0.002056419248
593	0.00205618247
594	0.002055749371
595	0.002055343231
596	0.002055334101
597	0.002054875431
598	0.002054339874
599	0.002053935364
600	0.002053228952
601	0.002052504709
602	0.002051880671
603	0.002051672709
604	0.002051379862
605	0.00205109141
606	0.002050537486
607	0.002049949765
608	0.002049719951
609	0.00204948115
610	0.00204841875
611	0.002048118168
612	0.002047450675
613	0.002047319666
614	0.002046417234
615	0.002045817582
616	0.00204505091
617	0.002044990985
618	0.002044752619
619	0.002044303261
620	0.00204377146
621	0.002043390958
622	0.00204321232
623	0.002042791702
624	0.00204262772
625	0.00204261972
626	0.002042291781
627	0.002041712099
628	0.002041197325
629	0.002040327681
630	0.002039891339
631	0.002039116003
632	0.002038477079
633	0.002038028312
634	0.002037648293
635	0.002037302444
636	0.002036798055
637	0.002036431604
638	0.002036083739
639	0.002035267557
640	0.002034814487
641	0.002034175692
642	0.002033779892
643	0.002033647509
644	0.002033459208
645	0.002033081506
646	0.002032825557
647	0.002032207003
648	0.002031638519
649	0.002031349295
650	0.002030730114
651	0.00203002032
652	0.002029850709
653	0.002029325984
654	0.002029052955
655	0.00202870447
656	0.002028508863
657	0.002028066382
658	0.002027652776
659	0.002027125413
660	0.002026784993
661	0.00202598799
662	0.002025174595
663	0.002024453618
664	0.002024445761
665	0.002024114437
666	0.00202375013
667	0.002023344036
668	0.00202310153
669	0.002022832026
670	0.002022516074
671	0.002021966608
672	0.002021697724
673	0.002021294308
674	0.002020860201
675	0.002020370086
676	0.002019206279
677	0.002018795628
678	0.002018382787
679	0.002017426078
680	0.002017013358
681	0.002016448968
682	0.002015895237
683	0.002015325839
684	0.002014769821
685	0.002014223318
686	0.00201350393
687	0.002013103926
688	0.002012918578
689	0.002012110838
690	0.002011836532
691	0.002011455913
692	0.002011107122
693	0.002010923716
694	0.002010379767
695	0.002009934028
696	0.00200980458
697	0.002009531489
698	0.002009404852
699	0.002008850602
700	0.002008386016
701	0.00200817017
702	0.002007516067
703	0.002006925396
704	0.002006598392
705	0.002005737572
706	0.002005147548
707	0.002004926634
708	0.002004441376
709	0.002004129731
710	0.002003962462
711	0.002003762045
712	0.002003056072
713	0.0020025766
714	0.002002263338
715	0.002001959293
716	0.002001514268
717	0.002001168736
718	0.00200068363
719	0.002000296376
720	0.001999856414
721	0.001999413888
722	0.001998912285
723	0.001998726878
724	0.00199839622
725	0.001998162979
726	0.001997843108
727	0.001997032193
728	0.001996635913
729	0.001996199802
730	0.001996164599
731	0.001995991088
732	0.001995319759
733	0.001994904223
734	0.00199430383
735	0.001993937067
736	0.001993237009
737	0.001992990033
738	0.001992482993
739	0.001992289924
740	0.001992284828
741	0.001991744236
742	0.001991430121
743	0.001991187629
744	0.00199083166
745	0.001989827534
746	0.001989688016
747	0.001989279562
748	0.001988997162
749	0.00198736849
750	0.001987207511
751	0.001986991902
752	0.001986494372
753	0.001985879758
754	0.001985561666
755	0.001985420721
756	0.001985116964
757	0.001985031732
758	0.001984634589
759	0.001984225645
760	0.001983788108
761	0.001983238415
762	0.001982792856
763	0.001982587489
764	0.00198216053
765	0.001981908898
766	0.001981484324
767	0.001981392315
768	0.001981098133
769	0.001980782895
770	0.001980467208
771	0.00198021622
772	0.001979885392
773	0.00197937245
774	0.001979218395
775	0.001978975779
776	0.00197867913
777	0.001978499772
778	0.001978329559
779	0.001977742179
780	0.001977607836
781	0.001977485487
782	0.00197710204
783	0.001976567927
784	0.001976451116
785	0.001976390506
786	0.00197562547
787	0.001975072124
788	0.001974738688
789	0.001974232327
790	0.001974074824
791	0.00197353276
792	0.001973337186
793	0.001973174518
794	0.00197286455
795	0.001972499029
796	0.001972148358
797	0.001971800149
798	0.001971514874
799	0.001971014701
800	0.001970175349
801	0.001969920139
802	0.001969663927
803	0.001969194189
804	0.001968940577
805	0.001968745358
806	0.001968413277
807	0.001967819159
808	0.001967368674
809	0.001967055648
810	0.001966660835
811	0.001966288055
812	0.001966006588
813	0.001965882292
814	0.001965567287
815	0.001965077186
816	0.001965008155
817	0.001964728563
818	0.00196422839
819	0.001964095878
820	0.001963536332
821	0.001963004929
822	0.001962764777
823	0.001962006634
824	0.001961618931
825	0.001961430564
826	0.001960907053
827	0.001960248681
828	0.001959716264
829	0.001959429304
830	0.001959194946
831	0.001958746189
832	0.00195844068
833	0.001958243695
834	0.00195792848
835	0.001957488153
836	0.001957212042
837	0.001956735692
838	0.001956339012
839	0.001955965726
840	0.001955705114
841	0.00195552465
842	0.001955083182
843	0.0019546271
844	0.00195450539
845	0.001954384459
846	0.001953702217
847	0.001953130734
848	0.001952339562
849	0.001951544371
850	0.001951248084
851	0.001951072672
852	0.001950714605
853	0.001950571093
854	0.001950171479
855	0.001949731978
856	0.001949475903
857	0.001949205691
858	0.001948625911
859	0.001947817353
860	0.001947495911
861	0.001946585203
862	0.00194617977
863	0.001945820698
864	0.001945669775
865	0.001945593349
866	0.001945443821
867	0.001945146222
868	0.001944922929
869	0.001944710937
870	0.001944336846
871	0.001943934839
872	0.001943764132
873	0.00194356687
874	0.001943206945
875	0.001942994244
876	0.001942517248
877	0.00194215429
878	0.00194164965
879	0.001941076098
880	0.001940835882
881	0.001940491759
882	0.001940084227
883	0.001939784532
884	0.001939005988
885	0.001938760454
886	0.001938660024
887	0.001937749611
888	0.001937560592
889	0.001937412053
890	0.001937307984
891	0.001937207625
892	0.001936779998
893	0.001936543119
894	0.001936029302
895	0.001935722182
896	0.001935217427
897	0.001934696434
898	0.001934399252
899	0.001934203071
900	0.001933666229
901	0.001933524536
902	0.001933136368
903	0.001932944498
904	0.001932567118
905	0.001932107965
906	0.001931959994
907	0.001931856551
908	0.001931152041
909	0.001931147836
910	0.001930643098
911	0.001930368249
912	0.001929895203
913	0.001929634418
914	0.001929393316
915	0.001929095264
916	0.00192882325
917	0.001928475742
918	0.001928188143
919	0.001928037933
920	0.00192772616
921	0.001927504542
922	0.001927226279
923	0.00192696713
924	0.001926693669
925	0.001926466612
926	0.001926200074
927	0.001925923185
928	0.001925814973
929	0.001925519723
930	0.001925480974
931	0.00192525849
932	0.001925073737
933	0.001924809022
934	0.001924680596
935	0.001924498896
936	0.001924327461
937	0.00192417741
938	0.001923901776
939	0.001923362806
940	0.00192321164
941	0.001922874617
942	0.001922735786
943	0.001922423317
944	0.001922113843
945	0.001921844842
946	0.001921540645
947	0.001921217646
948	0.0019210745
949	0.001920971022
950	0.001920774267
951	0.001919915937
952	0.001919554464
953	0.001919180854
954	0.00191890007
955	0.001918610234
956	0.001918425813
957	0.001917699224
958	0.001917540873
959	0.001917448915
960	0.001917059392
961	0.001917018709
962	0.001916941231
963	0.001916711418
964	0.001916106726
965	0.001915551108
966	0.001915335196
967	0.001915078986
968	0.001915010354
969	0.001914457536
970	0.001914245838
971	0.001914211288
972	0.001914003299
973	0.001913894466
974	0.001913344373
975	0.001912771091
976	0.001912683491
977	0.001912450666
978	0.001912197303
979	0.001911951772
980	0.001911816308
981	0.001911486503
982	0.001911287342
983	0.001910980616
984	0.001910787724
985	0.001910685697
986	0.0019105319
987	0.001910320155
988	0.00190992403
989	0.001909848372
990	0.001909785528
991	0.001909398429
992	0.001908966447
993	0.001908561855
994	0.001907958412
995	0.001907519869
996	0.001907438739
997	0.001906972199
998	0.001906863744
999	0.001906474974
